Name,abstract
Tuning Mass Transport in Electrocatalysis Down to Sub-5 nm through Nanoscale Grade Separation,"<jats:title>Abstract</jats:title><jats:p>Nano and single‐atom catalysis open new possibilities of producing green hydrogen (H<jats:sub>2</jats:sub>) by water electrolysis. However, for the hydrogen evolution reaction (HER) which occurs at a characteristic reaction rate proportional to the potential, the fast generation of H<jats:sub>2</jats:sub>nanobubbles at atomic‐scale interfaces often leads to the blockage of active sites. Herein, a nanoscale grade‐separation strategy is proposed to tackle mass‐transport problem by utilizing ordered three‐dimensional (3<jats:italic>d</jats:italic>) interconnected sub‐5 nm pores. The results reveal that 3<jats:italic>d</jats:italic>criss‐crossing mesopores with grade separation allow efficient diffusion of H<jats:sub>2</jats:sub>bubbles along the interconnected channels. After the support of ultrafine ruthenium (Ru), the 3<jats:italic>d</jats:italic>mesopores are on a superior level to two‐dimensional system at maximizing the catalyst performance and the obtained Ru catalyst outperforms most of the other HER catalysts. This work provides a potential route to fine‐tuning few‐nanometer mass transport during water electrolysis.</jats:p>"
Photocatalytic H2O2 production Systems: Design strategies and environmental applications,"
                  Hydrogen peroxide (H2O2) is an environmentally friendly versatile oxidant, which has been used in chemical industry, medical, energy, and environmental fields. Photocatalytic H2O2 production is a sustainable, safe, and green process; however, the high recombination of electron-hole pairs, low visible light utilization, and poor product selectivity still limit the practical applications of photocatalytic H2O2 production. Previous reviews on photocatalytic H2O2 generation focus more on the photocatalysts but less on the design strategy of the photocatalytic systems, which stems from the critical steps involving the photocatalytic process, i.e., light absorption, charge separation, and surface redox reaction. From this point of review, this review article introduces the strategies for improving the H2O2 production efficiency based on the above three critical processes. Moreover, the environmental applications of photocatalytic H2O2 generation including disinfection and pollutant degradation are discussed. The challenges and prospects in photocatalytic H2O2 production and its future environmental applications are also envisioned.
               "
La- and Mn-doped cobalt spinel oxygen evolution catalyst for proton exchange membrane electrolysis,<jats:p>Discovery of earth-abundant electrocatalysts to replace iridium for the oxygen evolution reaction (OER) in a proton exchange membrane water electrolyzer (PEMWE) represents a critical step in reducing the cost for green hydrogen production. We report a nanofibrous cobalt spinel catalyst codoped with lanthanum (La) and manganese (Mn) prepared from a zeolitic imidazolate framework embedded in electrospun polymer fiber. The catalyst demonstrated a low overpotential of 353 millivolts at 10 milliamperes per square centimeter and a low degradation for OER over 360 hours in acidic electrolyte. A PEMWE containing this catalyst at the anode demonstrated a current density of 2000 milliamperes per square centimeter at 2.47 volts (Nafion 115 membrane) or 4000 milliamperes per square centimeter at 3.00 volts (Nafion 212 membrane) and low degradation in an accelerated stress test.</jats:p>
Arming Ru with Oxygen-Vacancy-Enriched RuO2 Sub-Nanometer Skin Activates Superior Bifunctionality for pH-Universal Overall Water Splitting,"<jats:title>Abstract</jats:title><jats:p>Water electrolysis has been expected to assimilate the renewable yet intermediate energy‐derived electricity for green H<jats:sub>2</jats:sub> production. However, current benchmark anodic catalysts of Ir/Ru‐based compounds suffer severely from poor dissolution resistance. Herein, an effective modification strategy is proposed by arming a sub‐nanometer RuO<jats:sub>2</jats:sub> skin with abundant oxygen vacancies to the interconnected Ru clusters/carbon hybrid microsheet (denoted as Ru@V‐RuO<jats:sub>2</jats:sub>/C HMS), which can not only inherit the high hydrogen evolution reaction (HER) activity of the Ru, but more importantly, activate the superior activity toward the oxygen evolution reaction (OER) in both acid and alkaline conditions. Outstandingly, it can achieve an ultralow overpotential of 176/201 mV for OER and 46/6 mV for the HER to reach 10 mA cm<jats:sup>−2</jats:sup> in acidic and alkaline solution, respectively. Inspiringly, the overall water splitting can be driven with an ultrasmall cell voltage of 1.467/1.437 V for 10 mA cm<jats:sup>−2</jats:sup> in 0.5 <jats:sc>m</jats:sc> H<jats:sub>2</jats:sub>SO<jats:sub>4</jats:sub>/1.0 <jats:sc>m</jats:sc> KOH, respectively. Density functional theory calculations reveal that armoring the oxygen‐vacancy‐enriched RuO<jats:sub>2</jats:sub> exoskeleton can cooperatively alter the interfacial electronic structure and make the adsorption behavior of hydrogen and oxygen intermediates much close to the ideal level, thus simultaneously speeding up the hydrogen evolution kinetics and decreasing the energy barrier of oxygen release.</jats:p>"
Electrochemical C-N coupling of CO2 and nitrogenous small molecules for the electrosynthesis of organonitrogen compounds,"<jats:p>Electrochemical C–N coupling reaction by renewable electricity for the electrosynthesis of organonitrogen compounds with the abundant CO<jats:sub>2</jats:sub>and nitrogenous small molecules as carbon and nitrogen sources, respectively, is a promising sustainable synthetic strategy.</jats:p>"
"Electrocatalytic seawater splitting: Nice designs, advanced strategies, challenges and perspectives","
                  H2 has a sufficiently high energy density and a combustion process that emits no carbon, therefore being an appealing storable alternative to fossil fuels. With evident advantages of seawater resources available worldwide, electrochemically making H2 from seawater holds a great development prospect towards the global deployment of H2-based energy plants. However, with current water splitting technologies, this is not an easy task, and the primary obstacle is impurities in natural seawater including halide salts, magnesium salts, organic matter, etc., which readily cause the electrocatalysis systems to shut down. We herein present a timely review of seawater electrolysis systems at both lab-scale fundamental research and pilot-scale reactor level on the basis of most representative studies. We analyze some of the crucial experimental details that are frequently ignored, such as seawater treatments, product detection, electrode assembly, reactors, electrolyte feeding modes, etc. We then systematically emphasize the latest and representative strategies and catalytic materials designs as well as whether corresponding electrodes are genuinely stable as two key quests to find out truly reliable and exploitable electrode engineering. Gas release behaviors/kinetics at high reaction rates are highlighted as well. In addition, we introduce valuable contents like how to learn from ocean life for electrocatalytic system design. We conclude by taking a look at the future research directions and opportunities for encouraging more practical applications of seawater electrolysis systems/technologies.
               "
Strategies to save energy in the context of the energy crisis: a review,"<jats:title>Abstract</jats:title><jats:p>New technologies, systems, societal organization and policies for energy saving are urgently needed in the context of accelerated climate change, the Ukraine conflict and the past coronavirus disease 2019 pandemic. For instance, concerns about market and policy responses that could lead to new lock-ins, such as investing in liquefied natural gas infrastructure and using all available fossil fuels to compensate for Russian gas supply cuts, may hinder decarbonization efforts. Here we review energy-saving solutions with a focus on the actual energy crisis, green alternatives to fossil fuel heating, energy saving in buildings and transportation, artificial intelligence for sustainable energy, and implications for the environment and society. Green alternatives include biomass boilers and stoves, hybrid heat pumps, geothermal heating, solar thermal systems, solar photovoltaics systems into electric boilers, compressed natural gas and hydrogen. We also detail case studies in Germany which is planning a 100% renewable energy switch by 2050 and developing the storage of compressed air in China, with emphasis on technical and economic aspects. The global energy consumption in 2020 was 30.01% for the industry, 26.18% for transport, and 22.08% for residential sectors. 10–40% of energy consumption can be reduced using renewable energy sources, passive design strategies, smart grid analytics, energy-efficient building systems, and intelligent energy monitoring. Electric vehicles offer the highest cost-per-kilometer reduction of 75% and the lowest energy loss of 33%, yet battery-related issues, cost, and weight are challenging. 5–30% of energy can be saved using automated and networked vehicles. Artificial intelligence shows a huge potential in energy saving by improving weather forecasting and machine maintenance and enabling connectivity across homes, workplaces, and transportation. For instance, 18.97–42.60% of energy consumption can be reduced in buildings through deep neural networking. In the electricity sector, artificial intelligence can automate power generation, distribution, and transmission operations, balance the grid without human intervention, enable lightning-speed trading and arbitrage decisions at scale, and eliminate the need for manual adjustments by end-users.</jats:p>"
The reformation of catalyst: From a trial-and-error synthesis to rational design,
Highly efficient adsorption and removal bio-staining dye from industrial wastewater onto mesoporous Ag-MOFs,"
                  Adsorption is an effective and promising approach for removing pollutants from wastewater. Too many hazardous colors were unintentionally released into the water, which had a negative impact on the environment. A popular textile dye is malachite green (MG). Thus, in this work, an environmentally acceptable inorganic-organic Ag metal-organic framework-based technique to remove colors from industrial water was developed (Ag-MOF). The sorbent was analyzed in the first section of the work using SEM, XPS, XRD, FT-IR, pHpzc, and BET, which confirmed that the Ag-MOF had the BET surface area, is 676 m2/g, which is a significant surface area. In a later stage, the sorption properties of the dye were examined along with the effects of pH, sorbent dosage, temperature, and ionic strength; the sorption isotherms and uptake kinetics were examined: As opposed to the kinetic profile, Isotherm profiles are well-fit by the Langmuir equation and can be modeled by the pseudo-second order rate equation. The outcomes further demonstrated that MG was mostly adsorbed onto Ag-MOF adsorbent by electrostatic attraction forces, hydrogen bonding, ion exchange, and pore filling. 2.25 mmol/g was found to be the greatest adsorption effectiveness of MG onto Ag-MOF adsorbent. (i.e. 809.71 mg/g). Adsorbent dosage, solution pH, temperature, and time were the four adsorption process parameters that were tuned using Box-Behnken design (BBD) in response surface methodology (RSM). The (ΔH°), (ΔS°), and (ΔG°) MG dye was endothermically and spontaneously extracted using Ag-MOF as an adsorbent, according to the specifications. Up to five cycles of adsorption-desorption, the synthesised Ag-MOF adsorbent demonstrates exceptional render ability and cyclability. The produced adsorbent's efficacy for purifying wastewater samples at a laboratory scale was assessed as a proof of concept. Study the mechanism of interaction between the Ag-MOF and MG as it could be take place through π-π interaction, pore filling, H-Bonding or electrostatic interaction. The mesoporous Ag-MOF adsorbent offered a simple and effective way to handle water filtering and industrial wastewater management. According to our research, this work is the first to explain how to remove MG dye from wastewater samples using Ag-MOF adsorbents.
               "
"Environmental impact of renewable energy source based electrical power plants: Solar, wind, hydroelectric, biomass, geothermal, tidal, ocean, and osmotic","
                  Renewable energy source (RES) based electrical power plants are widely considered green and clean due to their contribution to decarbonizing the energy sectors. It is apparent that RESs do not produce carbon dioxide, however their significant negative impacts on the environment are still found and cannot be ignored. In this paper, the environmental impacts of RES based power plants are analyzed through a comprehensive review considering solar thermal, solar photovoltaic, wind, biomass, geothermal, hydroelectric, tidal, ocean current, oceanic wave, ocean thermal, and osmotic effects. Solar thermal power is well known as concentrated solar power. A strength, weakness, opportunity, and threat (SWOT) analysis is carried out and discussed for all RES based power plants. Comparative SWOT analyses for solar photovoltaic and concentrated solar power plants are presented. The comparative environmental impact analyses for all existing RES based power plants are tabulated for various attributes. These attributes include but are not limited to human health, noise, pollution, greenhouse gas emission, ozone layer depletion, toxification, flooding, impact on inhabitants, eutrophication, dried up rivers, and deforestation. Based on the analysis, it is found that careful selection of RES for electrical power plants is necessary because improper utilization of RES could be very harmful for the environment.
               "
Bacterial Growth-Induced Tobramycin Smart Release Self-Healing Hydrogel for Pseudomonas aeruginosa-Infected Burn Wound Healing,
The economics and the environmental benignity of different colors of hydrogen,"Due to the increasing greenhouse gas emissions, as well as due to the rapidly increasing use of renewable energy sources in the electricity generation over the last years, interest in hydrogen is rising again. Hydrogen can be used as a storage for renewable energy balancing the whole energy systems, and contributing to the decarbonization of the energy system, especially of the industry and the transport sector. The major objective of this paper is to discuss various ways of hydrogen production depending on the primary energy sources used. Moreover, the economic and environmental performance of three major hydrogen colors, as well as major barriers for faster deployment in fuel cell vehicles, are analyzed. The major conclusion is that the full environmental benefits of hydrogen use are highly dependent on the hydrogen production methods and primary sources used. Only green hydrogen with electricity from wind, PV and hydro has truly low emissions. All other sources like blue hydrogen with CCUS or electrolysis using the electricity grid have substantially higher emissions, coming close to grey hydrogen production. Another conclusion is that it is important to introduce an international market for hydrogen to lower costs and to produce hydrogen where conditions are best. Finally, the major open question remaining is whether – including all external costs of all energy carriers, hydrogen of any color may become economically competitive in any sector of the energy system. The future success of hydrogen is very dependent on technological development and resulting cost reductions, as well as on future priorities and the corresponding policy framework. The policy framework should support the shift from grey to green hydrogen."
Optimal economic scheduling of microgrids considering renewable energy sources based on energy hub model using demand response and improved water wave optimization algorithm,"
                  Unpredictable nature of renewable energy sources puts power system operators in different conditions in terms of maintaining the system reliability. Microgrids (MGs) can provide an effective solution for the problems of grid-connected renewable energy sources due to their tuning capability and flexibility. In this study, a stochastic optimization strategy was proposed for participating in energy market operations considering demand response (DR). The results indicated the operating cost decreased when the MG implemented DR programs. Also, DR program could shift energy consumption from on- to off-peak hours and flatten the load curve. Therefore, a scheduling model was presented for the operation of energy carriers and reserves considering security constraints of power and natural gas grids in interconnected hubs as well as responsive load participation using the developed water wave optimization (WWO) algorithm. The objective function of this model aimed to minimize the operating cost of sources to supply electrical and thermal loads applied to the proposed MG. WWO is a meta-heuristic algorithm inspired by the behavior of water waves. The waves formed on the sea surface have complex, but interesting, relationships that can be used to solve optimization problems. In this algorithm, each problem solution is encoded as a water wave and undergoes changes in the problem search space based on three behaviors of propagation, refraction, and decay of water waves or problem solutions. The simplicity of the structure of this method, elitism and the ability to escape from local points due to the existence of different search operators and the mutation of generations have led to the use of this method. The results indicated a decline in operating costs through electrical and thermal responsive load participation and thermal energy storage system. Results of the proposed model revealed a correlation between the electricity price and natural gas consumption, indicating multi-carrier energy grids should be examined and optimized simultaneously.
               "
"A comprehensive study of renewable energy sources: Classifications, challenges and suggestions","Renewable energy (RE) is the key element of sustainable, environmentally friendly, and cost-effective electricity generation. An official report by International Energy Agency (IEA) states that the demand on fossil fuel usage to generate electricity has started to decrease since year 2019, along with the rise of RE usage to supply global energy demands. Researches on RE technologies are continuously growing in order to enhance the performance of RE generation, especially in term of energy conversion efficiency. The aim of this review paper is to understand and study further the current RE technologies such as solar energy, hydro energy, wind energy, bioenergy, geothermal energy, and hydrogen energy. Several hybrid RE technologies have been also studied and compared, to improve the overall performance of RE in generating electricity. Lastly, suggestions are provided for the purpose to solve and overcome the challenges and limitations of RE technologies in terms of economy, technical, and energy conversion efficiency."
"Data-driven probabilistic machine learning in sustainable smart energy/smart energy systems: Key developments, challenges, and future research opportunities in the context of smart grid paradigm","
                  The current trend indicates that energy demand and supply will eventually be controlled by autonomous software that optimizes decision-making and energy distribution operations. New state-of-the-art machine learning (ML) technologies are integral in optimizing decision-making in energy distribution networks and systems. This study was conducted on data-driven probabilistic ML techniques and their real-time applications to smart energy systems and networks to highlight the urgency of this area of research. This study focused on two key areas: i) the use of ML in core energy technologies and ii) the use cases of ML for energy distribution utilities. The core energy technologies include the use of ML in advanced energy materials, energy systems and storage devices, energy efficiency, smart energy material manufacturing in the smart grid paradigm, strategic energy planning, integration of renewable energy, and big data analytics in the smart grid environment. The investigated ML area in energy distribution systems includes energy consumption and price forecasting, the merit order of energy price forecasting, and the consumer lifetime value. Cybersecurity topics for power delivery and utilization, grid edge systems and distributed energy resources, power transmission, and distribution systems are also briefly studied. The primary goal of this work was to identify common issues useful in future studies on ML for smooth energy distribution operations. This study was concluded with many energy perspectives on significant opportunities and challenges. It is noted that if the smart ML automation is used in its targeting energy systems, the utility sector and energy industry could potentially save from $237 billion up to $813 billion.
               "
Semi-supervised adversarial discriminative learning approach for intelligent fault diagnosis of wind turbine,"
                  Wind turbines play a crucial role in renewable energy generation systems and are frequently exposed to challenging operational environments. Monitoring and diagnosing potential faults during their operation is essential for improving reliability and reducing maintenance costs. Supervised learning using data-driven techniques, particularly deep learning, offers a viable approach for developing fault diagnosis models. However, a significant challenge in practical wind power equipment lies in the scarcity of annotated samples required to train these models effectively. This paper proposes a semi-supervised fault diagnosis approach specifically designed for wind turbines, aiming to address this challenge. Initially, a semi-supervised deep neural network is constructed using adversarial learning, where a limited set of annotated samples is used in conjunction with a vast amount of unannotated samples. The health status features present in the unannotated samples are leveraged to capture a generalized representation of the underlying features. Subsequently, a metric learning-guided discriminative features enhancement technique is employed to improve the separability of different manifolds, thereby enhancing the performance of the semi-supervised training process. By employing this methodology, it becomes possible to develop a fault diagnosis model with superior accuracy using only a limited amount of annotated samples. Comprehensive fault diagnosis experiments were conducted on a wind turbine fault dataset, revealing the efficacy and superiority of the presented methodology.
               "
Model Predictive Current Control of Nine-Phase Open-End Winding PMSMs With an Online Virtual Vector Synthesis Strategy,
"Risk-constrained stochastic scheduling for energy hub: Integrating renewables, demand response, and electric vehicles","
                  This research introduces a stochastic scheduling approach that incorporates risk constraints for an energy hub (EH), considering uncertainties related to renewable generation and load demands. The proposed method utilizes the Conditional Value at Risk (CVaR) technique to assess and quantify risks. By striking a balance between reducing operational and emissions costs and increasing risk aversion, the approach presents a trade-off. The EH comprises various components such as a wind turbine (WT), photovoltaic (PV) cells, a fuel cell power plant (FCPP), a combined heat and power generation unit (CHP), and plug-in electric vehicles (PEVs). Uncertain variables encompass factors such as wind speed, solar irradiation, different demands, and market prices. To optimize profits and enhance the consumption curve, demand response programs (DRPs) for electrical, thermal, and cooling demands are implemented. To address the uncertainties associated with input random variables, the efficient k-means data clustering method is employed. A new slime mold algorithm, based on coughing and chaos theory, has been proposed to enhance the problem's solution. The algorithm incorporates innovative operators to improve its capabilities. By utilizing the coughing mechanism and chaos theory, the algorithm explores the solution space more effectively, resulting in improved outcomes for the problem at hand. The results demonstrate significant flexibility in EH management and are extensively discussed. Simulation results indicate that integrating PEVs, FCPP, and DRPs can lead to reductions of 2 %, 7 %, and 11 % in the EH's operating costs, respectively. Furthermore, considering PEVs, FCPP, and DRPs can improve the EH's risk cost by 1.98 %, 6.7 %, and 10.5 %, respectively. Based on the numerical results, in Case 4 led to a remarkable 12.65 % reduction in operational costs while simultaneously achieving a 15.43 % decrease in emission costs, showcasing the effectiveness of the proposed approach in optimizing energy management in an energy hub system.
               "
